0.00,1.0000
1.00,1.0000
2.01,1.0000
3.01,1.0000
4.01,1.0000
5.02,1.0000
6.02,1.0000
7.02,1.0000
8.03,1.0000
9.03,1.0000
10.03,1.0000
11.04,1.0000
12.04,1.0000
13.04,1.0000
14.05,1.0000
15.05,1.0000
16.05,1.0000
17.06,1.0000
18.06,1.0000
19.06,1.0000
20.07,1.0000
21.07,1.0000
22.07,1.0000
23.08,1.0000
24.08,1.0000
25.08,1.0000
26.09,1.0000
27.09,1.0000
28.09,1.0000
29.10,1.0000
30.10,1.0000
31.10,1.0000
32.11,1.0000
33.11,1.0000
34.11,1.0000
35.12,1.0000
36.12,1.0000
37.12,1.0000
38.13,1.0000
39.13,1.0000
40.13,1.0000
41.14,1.0000
42.14,1.0000
43.14,1.0000
44.15,1.0000
45.15,1.0000
46.15,1.0000
47.16,1.0000
48.16,1.0000
49.16,1.0000
50.17,1.0000
51.17,1.0000
52.17,1.0000
53.18,1.0000
54.18,1.0000
55.18,1.0000
56.19,1.0000
57.19,1.0000
58.19,1.0000
59.20,1.0000
60.20,1.0000
61.20,1.0000
62.21,1.0000
63.21,1.0000
64.21,1.0000
65.22,1.0000
66.22,1.0000
67.22,1.0000
68.23,1.0000
69.23,1.0000
70.23,1.0000
71.24,1.0000
72.24,1.0000
73.24,1.0000
74.25,1.0000
75.25,1.0000
76.25,1.0000
77.26,1.0000
78.26,1.0000
79.26,1.0000
80.27,1.0000
81.27,1.0000
82.27,1.0000
83.28,1.0000
84.28,1.0000
85.28,1.0000
86.29,1.0000
87.29,1.0000
88.29,1.0000
89.30,1.0000
90.30,1.0000
91.30,1.0000
92.31,1.0000
93.31,1.0000
94.31,1.0000
95.32,1.0000
96.32,1.0000
97.32,1.0000
98.33,1.0000
99.33,1.0000
100.33,1.0000
101.34,1.0000
102.34,1.0000
103.34,1.0000
104.35,1.0000
105.35,1.0000
106.35,1.0000
107.36,1.0000
108.36,1.0000
109.36,1.0000
110.37,1.0000
111.37,1.0000
112.37,1.0000
113.38,1.0000
114.38,1.0000
115.38,1.0000
116.39,1.0000
117.39,1.0000
118.39,1.0000
119.40,1.0000
120.40,1.0000
121.40,1.0000
122.41,1.0000
123.41,1.0000
124.41,1.0000
125.42,1.0000
126.42,1.0000
127.42,1.0000
128.43,1.0000
129.43,1.0000
130.43,1.0000
131.44,1.0000
132.44,1.0000
133.44,1.0000
134.45,1.0000
135.45,1.0000
136.45,1.0000
137.46,1.0000
138.46,1.0000
139.46,1.0000
140.47,1.0000
141.47,1.0000
142.47,1.0000
143.48,1.0000
144.48,1.0000
145.48,1.0000
146.49,1.0000
147.49,1.0000
148.49,1.0000
149.50,1.0000
150.50,1.0000
151.51,1.0000
152.51,1.0000
153.51,1.0000
154.52,1.0000
155.52,1.0000
156.52,1.0000
157.53,1.0000
158.53,1.0000
159.53,1.0000
160.54,1.0000
161.54,1.0000
162.54,1.0000
163.55,1.0000
164.55,1.0000
165.55,1.0000
166.56,1.0000
167.56,1.0000
168.56,1.0000
169.57,1.0000
170.57,1.0000
171.57,1.0000
172.58,1.0000
173.58,1.0000
174.58,1.0000
175.59,1.0000
176.59,1.0000
177.59,1.0000
178.60,1.0000
179.60,1.0000
180.60,1.0000
181.61,1.0000
182.61,1.0000
183.61,1.0000
184.62,1.0000
185.62,1.0000
186.62,1.0000
187.63,1.0000
188.63,1.0000
189.63,1.0000
190.64,1.0000
191.64,1.0000
192.64,1.0000
193.65,1.0000
194.65,1.0000
195.65,1.0000
196.66,1.0000
197.66,1.0000
198.66,1.0000
199.67,1.0000
200.67,1.0000
201.67,1.0000
202.68,1.0000
203.68,1.0000
204.68,1.0000
205.69,1.0000
206.69,1.0000
207.69,1.0000
208.70,1.0000
209.70,1.0000
210.70,1.0000
211.71,1.0000
212.71,1.0000
213.71,1.0000
214.72,1.0000
215.72,1.0000
216.72,1.0000
217.73,1.0000
218.73,1.0000
219.73,1.0000
220.74,1.0000
221.74,1.0000
222.74,1.0000
223.75,1.0000
224.75,1.0000
225.75,1.0000
226.76,1.0000
227.76,1.0000
228.76,1.0000
229.77,1.0000
230.77,1.0000
231.77,1.0000
232.78,1.0000
233.78,1.0000
234.78,1.0000
235.79,1.0000
236.79,1.0000
237.79,1.0000
238.80,1.0000
239.80,1.0000
240.80,1.0000
241.81,1.0000
242.81,1.0000
243.81,1.0000
244.82,1.0000
245.82,1.0000
246.82,1.0000
247.83,1.0000
248.83,1.0000
249.83,1.0000
250.84,0.0000
251.84,0.0000
252.84,0.0000
253.85,0.0000
254.85,0.0000
255.85,0.0000
256.86,0.0000
257.86,0.0000
258.86,0.0000
259.87,0.0000
260.87,0.0000
261.87,0.0000
262.88,0.0000
263.88,0.0000
264.88,0.0000
265.89,0.0000
266.89,0.0000
267.89,0.0000
268.90,0.0000
269.90,0.0000
270.90,0.0000
271.91,0.0000
272.91,0.0000
273.91,0.0000
274.92,0.0000
275.92,0.0000
276.92,0.0000
277.93,0.0000
278.93,0.0000
279.93,0.0000
280.94,0.0000
281.94,0.0000
282.94,0.0000
283.95,0.0000
284.95,0.0000
285.95,0.0000
286.96,0.0000
287.96,0.0000
288.96,0.0000
289.97,0.0000
290.97,0.0000
291.97,0.0000
292.98,0.0000
293.98,0.0000
294.98,0.0000
295.99,0.0000
296.99,0.0000
297.99,0.0000
299.00,0.0000
300.00,0.0000
